,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count
710,mabel,RSSL,real,short,simple,1.78e-06,5,3.25,"['M', 'EY1', 'B', 'AH0', 'L']","['M', 'EY', 'B', 'AH', 'L']",PROPN,2,3
711,tenet,RSSL,real,short,simple,1e-06,5,3.0,"['T', 'EH1', 'N', 'AH0', 'T']","['T', 'EH', 'N', 'AH', 'T']",NOUN,2,3
712,quell,RSSL,real,short,simple,1e-06,4,3.0,"['K', 'W', 'EH1', 'L']","['K', 'W', 'EH', 'L']",VERB,1,3
713,druid,RSSL,real,short,simple,9.77e-07,5,2.99,"['D', 'R', 'UW1', 'IH0', 'D']","['D', 'R', 'UW', 'IH', 'D']",ADJ,2,3
714,clog,RSSL,real,short,simple,9.77e-07,4,2.99,"['K', 'L', 'AA1', 'G']","['K', 'L', 'AA', 'G']",VERB,1,3
715,barge,RSSL,real,short,simple,3.16e-06,4,3.5,"['B', 'AA1', 'R', 'JH']","['B', 'AA', 'R', 'JH']",VERB,1,3
716,attire,RSSL,real,short,simple,3.09e-06,4,3.49,"['AH0', 'T', 'AY1', 'ER0']","['AH', 'T', 'AY', 'ER']",NOUN,3,1
717,cider,RSSL,real,short,simple,3.16e-06,4,3.5,"['S', 'AY1', 'D', 'ER0']","['S', 'AY', 'D', 'ER']",NOUN,2,2
718,bong,RSSL,real,short,simple,3.16e-06,3,3.5,"['B', 'AA1', 'NG']","['B', 'AA', 'NG']",NOUN,1,2
719,diaper,RSSL,real,short,simple,3.09e-06,4,3.49,"['D', 'AY1', 'P', 'ER0']","['D', 'AY', 'P', 'ER']",NOUN,2,2
720,chanel,RSSL,real,short,simple,3.09e-06,5,3.49,"['SH', 'AH0', 'N', 'EH1', 'L']","['SH', 'AH', 'N', 'EH', 'L']",PROPN,2,3
721,jihad,RSSL,real,short,simple,3.09e-06,5,3.49,"['JH', 'IY1', 'HH', 'AE0', 'D']","['JH', 'IY', 'HH', 'AE', 'D']",NOUN,2,3
722,goof,RSSL,real,short,simple,9.77e-07,3,2.99,"['G', 'UW1', 'F']","['G', 'UW', 'F']",NOUN,1,2
723,bert,RSSL,real,short,simple,3.16e-06,3,3.5,"['B', 'ER1', 'T']","['B', 'ER', 'T']",PROPN,1,2
724,dud,RSSL,real,short,simple,9.77e-07,3,2.99,"['D', 'AH1', 'D']","['D', 'AH', 'D']",NOUN,1,2
725,havoc,RSSL,real,short,simple,3.16e-06,5,3.5,"['HH', 'AE1', 'V', 'AH0', 'K']","['HH', 'AE', 'V', 'AH', 'K']",NOUN,2,3
726,sabbath,RSSL,real,short,simple,3.16e-06,5,3.5,"['S', 'AE1', 'B', 'AH0', 'TH']","['S', 'AE', 'B', 'AH', 'TH']",PROPN,2,3
727,custer,RSSL,real,short,simple,9.77e-07,5,2.99,"['K', 'AH1', 'S', 'T', 'ER0']","['K', 'AH', 'S', 'T', 'ER']",PROPN,2,3
728,hive,RSSL,real,short,simple,3.16e-06,3,3.5,"['HH', 'AY1', 'V']","['HH', 'AY', 'V']",NOUN,1,2
729,axle,RSSL,real,short,simple,3.09e-06,5,3.49,"['AE1', 'K', 'S', 'AH0', 'L']","['AE', 'K', 'S', 'AH', 'L']",NOUN,2,3
730,quench,RSSL,real,short,simple,7.76e-07,5,2.89,"['K', 'W', 'EH1', 'N', 'CH']","['K', 'W', 'EH', 'N', 'CH']",VERB,1,4
731,dudley,RSSL,real,short,simple,3.09e-06,5,3.49,"['D', 'AH1', 'D', 'L', 'IY0']","['D', 'AH', 'D', 'L', 'IY']",PROPN,2,3
732,quilt,RSSL,real,short,simple,1.78e-06,5,3.25,"['K', 'W', 'IH1', 'L', 'T']","['K', 'W', 'IH', 'L', 'T']",NOUN,1,4
733,mesa,RSSL,real,short,simple,3.16e-06,4,3.5,"['M', 'EY1', 'S', 'AH0']","['M', 'EY', 'S', 'AH']",PROPN,2,2
734,kuala,RSSL,real,short,simple,3.16e-06,5,3.5,"['K', 'W', 'AA1', 'L', 'AH0']","['K', 'W', 'AA', 'L', 'AH']",PROPN,2,3
735,luigi,RSSL,real,short,simple,1.78e-06,5,3.25,"['L', 'UW0', 'IY1', 'JH', 'IY0']","['L', 'UW', 'IY', 'JH', 'IY']",PROPN,3,2
736,aorta,RSSL,real,short,simple,8.32e-07,5,2.92,"['EY0', 'AO1', 'R', 'T', 'AH0']","['EY', 'AO', 'R', 'T', 'AH']",PROPN,3,2
737,lint,RSSL,real,short,simple,9.77e-07,4,2.99,"['L', 'IH1', 'N', 'T']","['L', 'IH', 'N', 'T']",NOUN,1,3
738,glee,RSSL,real,short,simple,3.09e-06,3,3.49,"['G', 'L', 'IY1']","['G', 'L', 'IY']",NOUN,1,2
739,cask,RSSL,real,short,simple,9.77e-07,4,2.99,"['K', 'AE1', 'S', 'K']","['K', 'AE', 'S', 'K']",NOUN,1,3
740,roost,RSSL,real,short,simple,1e-06,4,3.0,"['R', 'UW1', 'S', 'T']","['R', 'UW', 'S', 'T']",VERB,1,3
741,pivot,RSSL,real,short,simple,3.16e-06,5,3.5,"['P', 'IH1', 'V', 'AH0', 'T']","['P', 'IH', 'V', 'AH', 'T']",NOUN,2,3
742,eliot,RSSL,real,short,simple,3.16e-06,5,3.5,"['EH1', 'L', 'IY0', 'AH0', 'T']","['EH', 'L', 'IY', 'AH', 'T']",PROPN,3,2
743,dazzle,RSSL,real,short,simple,1.05e-06,5,3.02,"['D', 'AE1', 'Z', 'AH0', 'L']","['D', 'AE', 'Z', 'AH', 'L']",VERB,2,3
744,ikea,RSSL,real,short,simple,3.09e-06,4,3.49,"['AY2', 'K', 'IY1', 'AH0']","['AY', 'K', 'IY', 'AH']",PROPN,3,1
745,manger,RSSL,real,short,simple,9.77e-07,5,2.99,"['M', 'EY1', 'N', 'JH', 'ER0']","['M', 'EY', 'N', 'JH', 'ER']",NOUN,2,3
746,bland,RSSL,real,short,simple,3.16e-06,5,3.5,"['B', 'L', 'AE1', 'N', 'D']","['B', 'L', 'AE', 'N', 'D']",ADJ,1,4
747,patel,RSSL,real,short,simple,3.09e-06,5,3.49,"['P', 'AH0', 'T', 'EH1', 'L']","['P', 'AH', 'T', 'EH', 'L']",PROPN,2,3
748,dayton,RSSL,real,short,simple,3.16e-06,5,3.5,"['D', 'EY1', 'T', 'AH0', 'N']","['D', 'EY', 'T', 'AH', 'N']",PROPN,2,3
749,hue,RSSL,real,short,simple,3.09e-06,3,3.49,"['HH', 'Y', 'UW1']","['HH', 'Y', 'UW']",NOUN,1,2
750,gulp,RSSL,real,short,simple,8.51e-07,4,2.93,"['G', 'AH1', 'L', 'P']","['G', 'AH', 'L', 'P']",VERB,1,3
751,yank,RSSL,real,short,simple,1e-06,4,3.0,"['Y', 'AE1', 'NG', 'K']","['Y', 'AE', 'NG', 'K']",VERB,1,3
752,musk,RSSL,real,short,simple,3.09e-06,4,3.49,"['M', 'AH1', 'S', 'K']","['M', 'AH', 'S', 'K']",NOUN,1,3
753,cobb,RSSL,real,short,simple,3.16e-06,3,3.5,"['K', 'AA1', 'B']","['K', 'AA', 'B']",PROPN,1,2
754,moth,RSSL,real,short,simple,3.16e-06,3,3.5,"['M', 'AO1', 'TH']","['M', 'AO', 'TH']",NOUN,1,2
755,keane,RSSL,real,short,simple,1.78e-06,3,3.25,"['K', 'IY1', 'N']","['K', 'IY', 'N']",PROPN,1,2
756,shard,RSSL,real,short,simple,1e-06,4,3.0,"['SH', 'AA1', 'R', 'D']","['SH', 'AA', 'R', 'D']",NOUN,1,3
757,foley,RSSL,real,short,simple,3.16e-06,4,3.5,"['F', 'OW1', 'L', 'IY0']","['F', 'OW', 'L', 'IY']",PROPN,2,2
758,guinness,RSSL,real,short,simple,3.09e-06,5,3.49,"['G', 'IH1', 'N', 'AH0', 'S']","['G', 'IH', 'N', 'AH', 'S']",PROPN,2,3
759,bribe,RSSL,real,short,simple,3.16e-06,4,3.5,"['B', 'R', 'AY1', 'B']","['B', 'R', 'AY', 'B']",VERB,1,3
760,equip,RSSL,real,short,simple,3.16e-06,5,3.5,"['IH0', 'K', 'W', 'IH1', 'P']","['IH', 'K', 'W', 'IH', 'P']",VERB,2,3
761,flap,RSSL,real,short,simple,3.09e-06,4,3.49,"['F', 'L', 'AE1', 'P']","['F', 'L', 'AE', 'P']",NOUN,1,3
762,brag,RSSL,real,short,simple,3.09e-06,4,3.49,"['B', 'R', 'AE1', 'G']","['B', 'R', 'AE', 'G']",VERB,1,3
763,coco,RSSL,real,short,simple,3.09e-06,4,3.49,"['K', 'OW1', 'K', 'OW2']","['K', 'OW', 'K', 'OW']",PROPN,2,2
764,sieve,RSSL,real,short,simple,1e-06,3,3.0,"['S', 'IH1', 'V']","['S', 'IH', 'V']",NOUN,1,2
765,imam,RSSL,real,short,simple,3.16e-06,4,3.5,"['AY1', 'M', 'AE0', 'M']","['AY', 'M', 'AE', 'M']",NOUN,2,2
766,dine,RSSL,real,short,simple,3.09e-06,3,3.49,"['D', 'AY1', 'N']","['D', 'AY', 'N']",VERB,1,2
767,spore,RSSL,real,short,simple,1e-06,4,3.0,"['S', 'P', 'AO1', 'R']","['S', 'P', 'AO', 'R']",PROPN,1,3
768,aloof,RSSL,real,short,simple,9.77e-07,4,2.99,"['AH0', 'L', 'UW1', 'F']","['AH', 'L', 'UW', 'F']",ADJ,2,2
769,jekyll,RSSL,real,short,simple,9.77e-07,5,2.99,"['JH', 'EH1', 'K', 'AH0', 'L']","['JH', 'EH', 'K', 'AH', 'L']",PROPN,2,3
770,urdu,RSSL,real,short,simple,1.82e-06,3,3.26,"['ER0', 'D', 'UW1']","['ER', 'D', 'UW']",PROPN,2,1
771,derrick,RSSL,real,short,simple,3.09e-06,5,3.49,"['D', 'EH1', 'R', 'IH0', 'K']","['D', 'EH', 'R', 'IH', 'K']",PROPN,2,3
772,klaus,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'L', 'AW1', 'S']","['K', 'L', 'AW', 'S']",PROPN,1,3
773,bimbo,RSSL,real,short,simple,7.41e-07,5,2.87,"['B', 'IH1', 'M', 'B', 'OW0']","['B', 'IH', 'M', 'B', 'OW']",NOUN,2,3
774,annex,RSSL,real,short,simple,3.16e-06,5,3.5,"['AE1', 'N', 'EH2', 'K', 'S']","['AE', 'N', 'EH', 'K', 'S']",VERB,2,3
775,lahore,RSSL,real,short,simple,3.09e-06,5,3.49,"['L', 'AA0', 'HH', 'AO1', 'R']","['L', 'AA', 'HH', 'AO', 'R']",PROPN,2,3
776,arbor,RSSL,real,short,simple,3.09e-06,4,3.49,"['AA1', 'R', 'B', 'ER0']","['AA', 'R', 'B', 'ER']",NOUN,2,2
777,barley,RSSL,real,short,simple,3.09e-06,5,3.49,"['B', 'AA1', 'R', 'L', 'IY0']","['B', 'AA', 'R', 'L', 'IY']",NOUN,2,3
778,apnea,RSSL,real,short,simple,1e-06,5,3.0,"['AE1', 'P', 'N', 'IY0', 'AH0']","['AE', 'P', 'N', 'IY', 'AH']",PROPN,3,2
779,nasal,RSSL,real,short,simple,3.09e-06,5,3.49,"['N', 'EY1', 'Z', 'AH0', 'L']","['N', 'EY', 'Z', 'AH', 'L']",ADJ,2,3
780,loon,RSSL,real,short,simple,9.77e-07,3,2.99,"['L', 'UW1', 'N']","['L', 'UW', 'N']",NOUN,1,2
781,loaf,RSSL,real,short,simple,3.09e-06,3,3.49,"['L', 'OW1', 'F']","['L', 'OW', 'F']",PROPN,1,2
782,subaru,RSSL,real,short,simple,1.82e-06,5,3.26,"['S', 'UW1', 'B', 'ER0', 'UW0']","['S', 'UW', 'B', 'ER', 'UW']",PROPN,3,2
783,accrue,RSSL,real,short,simple,8.13e-07,4,2.91,"['AH0', 'K', 'R', 'UW1']","['AH', 'K', 'R', 'UW']",VERB,2,2
784,peg,RSSL,real,short,simple,3.09e-06,3,3.49,"['P', 'EH1', 'G']","['P', 'EH', 'G']",NOUN,1,2
785,nectar,RSSL,real,short,simple,1.78e-06,5,3.25,"['N', 'EH1', 'K', 'T', 'ER0']","['N', 'EH', 'K', 'T', 'ER']",PROPN,2,3
786,pita,RSSL,real,short,simple,1e-06,4,3.0,"['P', 'IY1', 'T', 'AH0']","['P', 'IY', 'T', 'AH']",NOUN,2,2
787,cub,RSSL,real,short,simple,3.09e-06,3,3.49,"['K', 'AH1', 'B']","['K', 'AH', 'B']",NOUN,1,2
788,sauna,RSSL,real,short,simple,1.78e-06,4,3.25,"['S', 'AO1', 'N', 'AH0']","['S', 'AO', 'N', 'AH']",PROPN,2,2
789,canoe,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'AH0', 'N', 'UW1']","['K', 'AH', 'N', 'UW']",NOUN,2,2
790,wink,RSSL,real,short,simple,3.16e-06,4,3.5,"['W', 'IH1', 'NG', 'K']","['W', 'IH', 'NG', 'K']",NOUN,1,3
791,knob,RSSL,real,short,simple,3.09e-06,3,3.49,"['N', 'AA1', 'B']","['N', 'AA', 'B']",NOUN,1,2
792,oprah,RSSL,real,short,simple,3.09e-06,4,3.49,"['OW1', 'P', 'R', 'AH0']","['OW', 'P', 'R', 'AH']",PROPN,2,2
793,guam,RSSL,real,short,simple,1.78e-06,4,3.25,"['G', 'W', 'AA1', 'M']","['G', 'W', 'AA', 'M']",PROPN,1,3
794,avid,RSSL,real,short,simple,3.16e-06,4,3.5,"['AE1', 'V', 'AH0', 'D']","['AE', 'V', 'AH', 'D']",ADJ,2,2
795,acacia,RSSL,real,short,simple,1.02e-06,5,3.01,"['AH0', 'K', 'EY1', 'SH', 'AH0']","['AH', 'K', 'EY', 'SH', 'AH']",NOUN,3,2
796,oft,RSSL,real,short,simple,1.78e-06,3,3.25,"['AO1', 'F', 'T']","['AO', 'F', 'T']",ADV,1,2
797,leach,RSSL,real,short,simple,1.78e-06,3,3.25,"['L', 'IY1', 'CH']","['L', 'IY', 'CH']",VERB,1,2
798,hoot,RSSL,real,short,simple,9.77e-07,3,2.99,"['HH', 'UW1', 'T']","['HH', 'UW', 'T']",NOUN,1,2
799,odor,RSSL,real,short,simple,3.09e-06,3,3.49,"['OW1', 'D', 'ER0']","['OW', 'D', 'ER']",NOUN,2,1
0,solocomov,PLS,pseudo,long,simple,,9,,"['S', 'OW0', 'L', 'OW1', 'K', 'AH0', 'M', 'AO0', 'F']","['S', 'OW', 'L', 'OW', 'K', 'AH', 'M', 'AO', 'F']",,4,5
1,gostrient,PLS,pseudo,long,simple,,9,,"['G', 'AA1', 'S', 'T', 'R', 'IY0', 'EH0', 'N', 'T']","['G', 'AA', 'S', 'T', 'R', 'IY', 'EH', 'N', 'T']",,3,6
2,divestrate,PLS,pseudo,long,simple,,9,,"['D', 'IH1', 'V', 'EH0', 'S', 'T', 'R', 'EY2', 'T']","['D', 'IH', 'V', 'EH', 'S', 'T', 'R', 'EY', 'T']",,3,6
3,strusanad,PLS,pseudo,long,simple,,9,,"['S', 'T', 'R', 'UW1', 'S', 'AH0', 'N', 'AH0', 'D']","['S', 'T', 'R', 'UW', 'S', 'AH', 'N', 'AH', 'D']",,3,6
4,diuralim,PLS,pseudo,long,simple,,9,,"['D', 'AY0', 'Y', 'UH1', 'R', 'AH0', 'L', 'AH0', 'M']","['D', 'AY', 'Y', 'UH', 'R', 'AH', 'L', 'AH', 'M']",,4,5
5,speryborm,PLS,pseudo,long,simple,,9,,"['S', 'P', 'EH1', 'R', 'IY0', 'B', 'AO2', 'R', 'M']","['S', 'P', 'EH', 'R', 'IY', 'B', 'AO', 'R', 'M']",,3,6
6,inflegest,PLS,pseudo,long,simple,,9,,"['IH1', 'N', 'F', 'L', 'AH0', 'JH', 'EH0', 'S', 'T']","['IH', 'N', 'F', 'L', 'AH', 'JH', 'EH', 'S', 'T']",,3,6
7,balentina,PLS,pseudo,long,simple,,9,,"['B', 'AA0', 'L', 'EH0', 'N', 'T', 'IY1', 'N', 'AH0']","['B', 'AA', 'L', 'EH', 'N', 'T', 'IY', 'N', 'AH']",,4,5
8,cladwicheet,PLS,pseudo,long,simple,,9,,"['K', 'L', 'AE1', 'D', 'W', 'IH0', 'CH', 'IY2', 'T']","['K', 'L', 'AE', 'D', 'W', 'IH', 'CH', 'IY', 'T']",,3,6
9,websident,PLS,pseudo,long,simple,,9,,"['W', 'EH1', 'B', 'S', 'IH0', 'D', 'AH0', 'N', 'T']","['W', 'EH', 'B', 'S', 'IH', 'D', 'AH', 'N', 'T']",,3,6
10,livinisal,PLS,pseudo,long,simple,,9,,"['L', 'IH1', 'V', 'IH0', 'N', 'IH0', 'S', 'AH0', 'L']","['L', 'IH', 'V', 'IH', 'N', 'IH', 'S', 'AH', 'L']",,4,5
11,epirental,PLS,pseudo,long,simple,,9,,"['EH0', 'P', 'IH0', 'R', 'EH1', 'N', 'T', 'AH0', 'L']","['EH', 'P', 'IH', 'R', 'EH', 'N', 'T', 'AH', 'L']",,4,5
12,coallencite,PLS,pseudo,long,simple,,9,,"['K', 'OW0', 'AA1', 'L', 'EH0', 'N', 'S', 'AY0', 'T']","['K', 'OW', 'AA', 'L', 'EH', 'N', 'S', 'AY', 'T']",,4,5
13,notencest,PLS,pseudo,long,simple,,9,,"['N', 'OW1', 'T', 'AH0', 'N', 'S', 'AH0', 'S', 'T']","['N', 'OW', 'T', 'AH', 'N', 'S', 'AH', 'S', 'T']",,3,6
14,islaterdine,PLS,pseudo,long,simple,,9,,"['IH0', 'S', 'L', 'AA1', 'T', 'ER0', 'D', 'AY0', 'N']","['IH', 'S', 'L', 'AA', 'T', 'ER', 'D', 'AY', 'N']",,4,5
15,yesperest,PLS,pseudo,long,simple,,9,,"['Y', 'EH1', 'S', 'P', 'IH0', 'R', 'EH0', 'S', 'T']","['Y', 'EH', 'S', 'P', 'IH', 'R', 'EH', 'S', 'T']",,3,6
16,foldomence,PLS,pseudo,long,simple,,9,,"['F', 'OW1', 'L', 'D', 'AA0', 'M', 'AH0', 'N', 'S']","['F', 'OW', 'L', 'D', 'AA', 'M', 'AH', 'N', 'S']",,3,6
17,baventina,PLS,pseudo,long,simple,,9,,"['B', 'AA0', 'V', 'EH0', 'N', 'T', 'IY1', 'N', 'AH0']","['B', 'AA', 'V', 'EH', 'N', 'T', 'IY', 'N', 'AH']",,4,5
18,franciple,PLS,pseudo,long,simple,,9,,"['F', 'R', 'AE1', 'N', 'S', 'AH0', 'P', 'AH0', 'L']","['F', 'R', 'AE', 'N', 'S', 'AH', 'P', 'AH', 'L']",,3,6
19,vistormand,PLS,pseudo,long,simple,,9,,"['V', 'IH1', 'S', 'T', 'ER0', 'M', 'AE2', 'N', 'D']","['V', 'IH', 'S', 'T', 'ER', 'M', 'AE', 'N', 'D']",,3,6
20,mucipital,PLS,pseudo,long,simple,,9,,"['M', 'AH0', 'S', 'IH1', 'P', 'IH0', 'T', 'AH0', 'L']","['M', 'AH', 'S', 'IH', 'P', 'IH', 'T', 'AH', 'L']",,4,5
21,anclusent,PLS,pseudo,long,simple,,9,,"['AE1', 'N', 'K', 'L', 'UW0', 'S', 'EH2', 'N', 'T']","['AE', 'N', 'K', 'L', 'UW', 'S', 'EH', 'N', 'T']",,3,6
22,squistant,PLS,pseudo,long,simple,,9,,"['S', 'K', 'W', 'IH1', 'S', 'T', 'AH0', 'N', 'T']","['S', 'K', 'W', 'IH', 'S', 'T', 'AH', 'N', 'T']",,2,7
23,everialis,PLS,pseudo,long,simple,,9,,"['EH0', 'V', 'ER1', 'R', 'IY0', 'AH0', 'L', 'IH0', 'S']","['EH', 'V', 'ER', 'R', 'IY', 'AH', 'L', 'IH', 'S']",,5,4
24,alrelopal,PLS,pseudo,long,simple,,9,,"['AE2', 'L', 'R', 'EH0', 'L', 'AA1', 'P', 'AH0', 'L']","['AE', 'L', 'R', 'EH', 'L', 'AA', 'P', 'AH', 'L']",,4,5
25,storstent,PLS,pseudo,long,simple,,9,,"['S', 'T', 'AO1', 'R', 'S', 'T', 'AH0', 'N', 'T']","['S', 'T', 'AO', 'R', 'S', 'T', 'AH', 'N', 'T']",,2,7
26,trynkabel,PLS,pseudo,long,simple,,9,,"['T', 'R', 'IH1', 'N', 'K', 'AH0', 'B', 'EH0', 'L']","['T', 'R', 'IH', 'N', 'K', 'AH', 'B', 'EH', 'L']",,3,6
27,advantint,PLS,pseudo,long,simple,,9,,"['AE0', 'D', 'V', 'AE1', 'N', 'T', 'IH0', 'N', 'T']","['AE', 'D', 'V', 'AE', 'N', 'T', 'IH', 'N', 'T']",,3,6
28,honofecine,PLS,pseudo,long,simple,,9,,"['HH', 'OW0', 'N', 'OW1', 'F', 'AH0', 'S', 'IY2', 'N']","['HH', 'OW', 'N', 'OW', 'F', 'AH', 'S', 'IY', 'N']",,4,5
29,reasoduct,PLS,pseudo,long,simple,,9,,"['R', 'IY2', 'AH0', 'S', 'OW1', 'D', 'AH0', 'K', 'T']","['R', 'IY', 'AH', 'S', 'OW', 'D', 'AH', 'K', 'T']",,4,5
30,stogriture,PLS,pseudo,long,simple,,9,,"['S', 'T', 'OW1', 'G', 'R', 'IH0', 'CH', 'ER0', 'IY0']","['S', 'T', 'OW', 'G', 'R', 'IH', 'CH', 'ER', 'IY']",,4,5
31,sigrusachy,PLS,pseudo,long,simple,,9,,"['S', 'IY1', 'G', 'R', 'UW0', 'S', 'AH1', 'CH', 'IY0']","['S', 'IY', 'G', 'R', 'UW', 'S', 'AH', 'CH', 'IY']",,4,5
32,wisconsus,PLS,pseudo,long,simple,,9,,"['W', 'IH1', 'S', 'K', 'AH0', 'N', 'S', 'AH0', 'Z']","['W', 'IH', 'S', 'K', 'AH', 'N', 'S', 'AH', 'Z']",,3,6
33,innough,PSC,pseudo,short,complex,,3,,"['IH0', 'N', 'AW1']","['IH', 'N', 'AW']",,2,1
34,authed,PSC,pseudo,short,complex,,3,,"['AO1', 'TH', 'T']","['AO', 'TH', 'T']",,1,2
35,acooh,PSC,pseudo,short,complex,,3,,"['AH0', 'K', 'UW1']","['AH', 'K', 'UW']",,2,1
36,eitter,PSC,pseudo,short,complex,,3,,"['AY1', 'T', 'ER0']","['AY', 'T', 'ER']",,2,1
37,knowee,PSC,pseudo,short,complex,,3,,"['N', 'OW1', 'IY0']","['N', 'OW', 'IY']",,2,1
38,thitch,PSC,pseudo,short,complex,,3,,"['TH', 'IH1', 'CH']","['TH', 'IH', 'CH']",,1,2
39,whowi,PSC,pseudo,short,complex,,3,,"['HH', 'UW1', 'IY0']","['HH', 'UW', 'IY']",,2,1
40,weas,PSC,pseudo,short,complex,,3,,"['W', 'IY1', 'Z']","['W', 'IY', 'Z']",,1,2
41,emmed,PSC,pseudo,short,complex,,3,,"['EH1', 'M', 'D']","['EH', 'M', 'D']",,1,2
42,aggy,PSC,pseudo,short,complex,,3,,"['AE1', 'G', 'IY0']","['AE', 'G', 'IY']",,2,1
43,ipper,PSC,pseudo,short,complex,,3,,"['IH1', 'P', 'ER0']","['IH', 'P', 'ER']",,2,1
44,soer,PSC,pseudo,short,complex,,3,,"['S', 'AO1', 'R']","['S', 'AO', 'R']",,1,2
45,ealer,PSC,pseudo,short,complex,,3,,"['IY1', 'L', 'ER0']","['IY', 'L', 'ER']",,2,1
46,oddie,PSC,pseudo,short,complex,,3,,"['AA1', 'D', 'IY0']","['AA', 'D', 'IY']",,2,1
47,uppay,PSC,pseudo,short,complex,,3,,"['AH0', 'P', 'AY1']","['AH', 'P', 'AY']",,2,1
48,gews,PSC,pseudo,short,complex,,3,,"['G', 'UW1', 'Z']","['G', 'UW', 'Z']",,1,2
49,dees,PSC,pseudo,short,complex,,3,,"['D', 'IY1', 'Z']","['D', 'IY', 'Z']",,1,2
50,onth,PSC,pseudo,short,complex,,3,,"['AH1', 'N', 'TH']","['AH', 'N', 'TH']",,1,2
51,towy,PSC,pseudo,short,complex,,3,,"['T', 'OW1', 'IY0']","['T', 'OW', 'IY']",,2,1
52,eames,PSC,pseudo,short,complex,,3,,"['IY1', 'M', 'Z']","['IY', 'M', 'Z']",,1,2
53,earts,PSC,pseudo,short,complex,,3,,"['ER1', 'T', 'S']","['ER', 'T', 'S']",,1,2
54,attrow,PSC,pseudo,short,complex,,4,,"['AE1', 'T', 'R', 'OW0']","['AE', 'T', 'R', 'OW']",,2,2
55,apprew,PSC,pseudo,short,complex,,4,,"['AH0', 'P', 'R', 'UW1']","['AH', 'P', 'R', 'UW']",,2,2
56,ront,PSC,pseudo,short,complex,,4,,"['R', 'AA1', 'N', 'T']","['R', 'AA', 'N', 'T']",,1,3
57,assock,PSC,pseudo,short,complex,,4,,"['AE1', 'S', 'AH0', 'K']","['AE', 'S', 'AH', 'K']",,2,2
58,obsough,PSC,pseudo,short,complex,,4,,"['AA1', 'B', 'S', 'OW0']","['AA', 'B', 'S', 'OW']",,2,2
59,opty,PSC,pseudo,short,complex,,4,,"['AA1', 'P', 'T', 'IY0']","['AA', 'P', 'T', 'IY']",,2,2
60,ourain,PSC,pseudo,short,complex,,4,,"['AW0', 'R', 'EY1', 'N']","['AW', 'R', 'EY', 'N']",,2,2
61,thowtee,PSC,pseudo,short,complex,,4,,"['TH', 'AW1', 'T', 'IY0']","['TH', 'AW', 'T', 'IY']",,2,2
62,joro,PSC,pseudo,short,complex,,4,,"['JH', 'AO1', 'R', 'OW0']","['JH', 'AO', 'R', 'OW']",,2,2
63,temough,PSC,pseudo,short,complex,,4,,"['T', 'EH1', 'M', 'AW0']","['T', 'EH', 'M', 'AW']",,2,2
64,enfor,PSC,pseudo,short,complex,,4,,"['EH1', 'N', 'F', 'ER0']","['EH', 'N', 'F', 'ER']",,2,2
65,occone,PSC,pseudo,short,complex,,4,,"['AH0', 'K', 'OW1', 'N']","['AH', 'K', 'OW', 'N']",,2,2
66,weefer,PSC,pseudo,short,complex,,4,,"['W', 'IY1', 'F', 'ER0']","['W', 'IY', 'F', 'ER']",,2,2
67,uness,PSC,pseudo,short,complex,,4,,"['AH0', 'N', 'EH1', 'S']","['AH', 'N', 'EH', 'S']",,2,2
68,anyth,PSC,pseudo,short,complex,,4,,"['EH1', 'N', 'IY0', 'TH']","['EH', 'N', 'IY', 'TH']",,2,2
69,illume,PSC,pseudo,short,complex,,4,,"['IH0', 'L', 'UW1', 'M']","['IH', 'L', 'UW', 'M']",,2,2
70,itsear,PSC,pseudo,short,complex,,4,,"['IH0', 'T', 'S', 'ER0']","['IH', 'T', 'S', 'ER']",,2,2
71,buylow,PSC,pseudo,short,complex,,4,,"['B', 'AY1', 'L', 'OW2']","['B', 'AY', 'L', 'OW']",,2,2
72,edio,PSC,pseudo,short,complex,,4,,"['IY1', 'D', 'IY0', 'OW0']","['IY', 'D', 'IY', 'OW']",,3,1
73,showic,PSC,pseudo,short,complex,,4,,"['SH', 'OW1', 'IH0', 'K']","['SH', 'OW', 'IH', 'K']",,2,2
74,dommer,PSC,pseudo,short,complex,,4,,"['D', 'AA1', 'M', 'ER0']","['D', 'AA', 'M', 'ER']",,2,2
75,appore,PSC,pseudo,short,complex,,4,,"['AH0', 'P', 'AO1', 'R']","['AH', 'P', 'AO', 'R']",,2,2
76,leauter,PSC,pseudo,short,complex,,4,,"['L', 'UW1', 'T', 'ER0']","['L', 'UW', 'T', 'ER']",,2,2
77,neetched,PSC,pseudo,short,complex,,4,,"['N', 'IY1', 'CH', 'T']","['N', 'IY', 'CH', 'T']",,1,3
78,shoughty,PSC,pseudo,short,complex,,4,,"['SH', 'AW1', 'T', 'IY0']","['SH', 'AW', 'T', 'IY']",,2,2
79,givy,PSC,pseudo,short,complex,,4,,"['G', 'IY1', 'V', 'IY0']","['G', 'IY', 'V', 'IY']",,2,2
80,anym,PSC,pseudo,short,complex,,4,,"['AE1', 'N', 'IH0', 'M']","['AE', 'N', 'IH', 'M']",,2,2
