,Phonemes,No_Stress,Sonority,Type,Length
3171,"['IY0', 'D', 'HH']","['IY', 'D', 'HH']",-1,VCC,3
3172,"['D', 'HH', 'EY0']","['D', 'HH', 'EY']",1,CCV,3
3173,"['EY0', 'D', 'HH']","['EY', 'D', 'HH']",-1,VCC,3
3174,"['D', 'HH', 'OW0']","['D', 'HH', 'OW']",1,CCV,3
3175,"['OW0', 'D', 'HH']","['OW', 'D', 'HH']",-1,VCC,3
3176,"['D', 'HH', 'AE0']","['D', 'HH', 'AE']",1,CCV,3
3177,"['AE0', 'D', 'HH']","['AE', 'D', 'HH']",-1,VCC,3
3178,"['D', 'HH', 'AW0']","['D', 'HH', 'AW']",1,CCV,3
3179,"['AW0', 'D', 'HH']","['AW', 'D', 'HH']",-1,VCC,3
3180,"['D', 'CH', 'AH0']","['D', 'CH', 'AH']",2,CCV,3
3181,"['AH0', 'D', 'CH']","['AH', 'D', 'CH']",-2,VCC,3
3182,"['D', 'CH', 'OY0']","['D', 'CH', 'OY']",2,CCV,3
3183,"['OY0', 'D', 'CH']","['OY', 'D', 'CH']",-2,VCC,3
3184,"['D', 'CH', 'AA0']","['D', 'CH', 'AA']",2,CCV,3
3185,"['AA0', 'D', 'CH']","['AA', 'D', 'CH']",-2,VCC,3
3186,"['D', 'CH', 'AY0']","['D', 'CH', 'AY']",2,CCV,3
3187,"['AY0', 'D', 'CH']","['AY', 'D', 'CH']",-2,VCC,3
3188,"['D', 'CH', 'ER0']","['D', 'CH', 'ER']",2,CCV,3
3189,"['ER0', 'D', 'CH']","['ER', 'D', 'CH']",-2,VCC,3
3190,"['D', 'CH', 'AO0']","['D', 'CH', 'AO']",2,CCV,3
3191,"['AO0', 'D', 'CH']","['AO', 'D', 'CH']",-2,VCC,3
3192,"['D', 'CH', 'UW0']","['D', 'CH', 'UW']",2,CCV,3
3193,"['UW0', 'D', 'CH']","['UW', 'D', 'CH']",-2,VCC,3
3194,"['D', 'CH', 'IH0']","['D', 'CH', 'IH']",2,CCV,3
3195,"['IH0', 'D', 'CH']","['IH', 'D', 'CH']",-2,VCC,3
3196,"['D', 'CH', 'EH0']","['D', 'CH', 'EH']",2,CCV,3
3197,"['EH0', 'D', 'CH']","['EH', 'D', 'CH']",-2,VCC,3
3198,"['D', 'CH', 'UH0']","['D', 'CH', 'UH']",2,CCV,3
3199,"['UH0', 'D', 'CH']","['UH', 'D', 'CH']",-2,VCC,3
3200,"['D', 'CH', 'IY0']","['D', 'CH', 'IY']",2,CCV,3
3201,"['IY0', 'D', 'CH']","['IY', 'D', 'CH']",-2,VCC,3
3202,"['D', 'CH', 'EY0']","['D', 'CH', 'EY']",2,CCV,3
3203,"['EY0', 'D', 'CH']","['EY', 'D', 'CH']",-2,VCC,3
3204,"['D', 'CH', 'OW0']","['D', 'CH', 'OW']",2,CCV,3
3205,"['OW0', 'D', 'CH']","['OW', 'D', 'CH']",-2,VCC,3
3206,"['D', 'CH', 'AE0']","['D', 'CH', 'AE']",2,CCV,3
3207,"['AE0', 'D', 'CH']","['AE', 'D', 'CH']",-2,VCC,3
3208,"['D', 'CH', 'AW0']","['D', 'CH', 'AW']",2,CCV,3
3209,"['AW0', 'D', 'CH']","['AW', 'D', 'CH']",-2,VCC,3
3210,"['D', 'JH', 'AH0']","['D', 'JH', 'AH']",2,CCV,3
3211,"['AH0', 'D', 'JH']","['AH', 'D', 'JH']",-2,VCC,3
3212,"['D', 'JH', 'OY0']","['D', 'JH', 'OY']",2,CCV,3
3213,"['OY0', 'D', 'JH']","['OY', 'D', 'JH']",-2,VCC,3
3214,"['D', 'JH', 'AA0']","['D', 'JH', 'AA']",2,CCV,3
3215,"['AA0', 'D', 'JH']","['AA', 'D', 'JH']",-2,VCC,3
3216,"['D', 'JH', 'AY0']","['D', 'JH', 'AY']",2,CCV,3
3217,"['AY0', 'D', 'JH']","['AY', 'D', 'JH']",-2,VCC,3
3218,"['D', 'JH', 'ER0']","['D', 'JH', 'ER']",2,CCV,3
3219,"['ER0', 'D', 'JH']","['ER', 'D', 'JH']",-2,VCC,3
3220,"['D', 'JH', 'AO0']","['D', 'JH', 'AO']",2,CCV,3
3221,"['AO0', 'D', 'JH']","['AO', 'D', 'JH']",-2,VCC,3
3222,"['D', 'JH', 'UW0']","['D', 'JH', 'UW']",2,CCV,3
3223,"['UW0', 'D', 'JH']","['UW', 'D', 'JH']",-2,VCC,3
3224,"['D', 'JH', 'IH0']","['D', 'JH', 'IH']",2,CCV,3
3225,"['IH0', 'D', 'JH']","['IH', 'D', 'JH']",-2,VCC,3
3226,"['D', 'JH', 'EH0']","['D', 'JH', 'EH']",2,CCV,3
3227,"['EH0', 'D', 'JH']","['EH', 'D', 'JH']",-2,VCC,3
3228,"['D', 'JH', 'UH0']","['D', 'JH', 'UH']",2,CCV,3
3229,"['UH0', 'D', 'JH']","['UH', 'D', 'JH']",-2,VCC,3
3230,"['D', 'JH', 'IY0']","['D', 'JH', 'IY']",2,CCV,3
3231,"['IY0', 'D', 'JH']","['IY', 'D', 'JH']",-2,VCC,3
3232,"['D', 'JH', 'EY0']","['D', 'JH', 'EY']",2,CCV,3
3233,"['EY0', 'D', 'JH']","['EY', 'D', 'JH']",-2,VCC,3
3234,"['D', 'JH', 'OW0']","['D', 'JH', 'OW']",2,CCV,3
3235,"['OW0', 'D', 'JH']","['OW', 'D', 'JH']",-2,VCC,3
3236,"['D', 'JH', 'AE0']","['D', 'JH', 'AE']",2,CCV,3
3237,"['AE0', 'D', 'JH']","['AE', 'D', 'JH']",-2,VCC,3
3238,"['D', 'JH', 'AW0']","['D', 'JH', 'AW']",2,CCV,3
3239,"['AW0', 'D', 'JH']","['AW', 'D', 'JH']",-2,VCC,3
3240,"['D', 'M', 'AH0']","['D', 'M', 'AH']",3,CCV,3
3241,"['AH0', 'D', 'M']","['AH', 'D', 'M']",-3,VCC,3
3242,"['D', 'M', 'OY0']","['D', 'M', 'OY']",3,CCV,3
3243,"['OY0', 'D', 'M']","['OY', 'D', 'M']",-3,VCC,3
3244,"['D', 'M', 'AA0']","['D', 'M', 'AA']",3,CCV,3
3245,"['AA0', 'D', 'M']","['AA', 'D', 'M']",-3,VCC,3
3246,"['D', 'M', 'AY0']","['D', 'M', 'AY']",3,CCV,3
3247,"['AY0', 'D', 'M']","['AY', 'D', 'M']",-3,VCC,3
3248,"['D', 'M', 'ER0']","['D', 'M', 'ER']",3,CCV,3
3249,"['ER0', 'D', 'M']","['ER', 'D', 'M']",-3,VCC,3
3250,"['D', 'M', 'AO0']","['D', 'M', 'AO']",3,CCV,3
3251,"['AO0', 'D', 'M']","['AO', 'D', 'M']",-3,VCC,3
3252,"['D', 'M', 'UW0']","['D', 'M', 'UW']",3,CCV,3
3253,"['UW0', 'D', 'M']","['UW', 'D', 'M']",-3,VCC,3
3254,"['D', 'M', 'IH0']","['D', 'M', 'IH']",3,CCV,3
3255,"['IH0', 'D', 'M']","['IH', 'D', 'M']",-3,VCC,3
3256,"['D', 'M', 'EH0']","['D', 'M', 'EH']",3,CCV,3
3257,"['EH0', 'D', 'M']","['EH', 'D', 'M']",-3,VCC,3
3258,"['D', 'M', 'UH0']","['D', 'M', 'UH']",3,CCV,3
3259,"['UH0', 'D', 'M']","['UH', 'D', 'M']",-3,VCC,3
3260,"['D', 'M', 'IY0']","['D', 'M', 'IY']",3,CCV,3
3261,"['IY0', 'D', 'M']","['IY', 'D', 'M']",-3,VCC,3
3262,"['D', 'M', 'EY0']","['D', 'M', 'EY']",3,CCV,3
3263,"['EY0', 'D', 'M']","['EY', 'D', 'M']",-3,VCC,3
3264,"['D', 'M', 'OW0']","['D', 'M', 'OW']",3,CCV,3
3265,"['OW0', 'D', 'M']","['OW', 'D', 'M']",-3,VCC,3
3266,"['D', 'M', 'AE0']","['D', 'M', 'AE']",3,CCV,3
3267,"['AE0', 'D', 'M']","['AE', 'D', 'M']",-3,VCC,3
3268,"['D', 'M', 'AW0']","['D', 'M', 'AW']",3,CCV,3
3269,"['AW0', 'D', 'M']","['AW', 'D', 'M']",-3,VCC,3
3270,"['D', 'N', 'AH0']","['D', 'N', 'AH']",3,CCV,3
3271,"['AH0', 'D', 'N']","['AH', 'D', 'N']",-3,VCC,3
3272,"['D', 'N', 'OY0']","['D', 'N', 'OY']",3,CCV,3
3273,"['OY0', 'D', 'N']","['OY', 'D', 'N']",-3,VCC,3
3274,"['D', 'N', 'AA0']","['D', 'N', 'AA']",3,CCV,3
3275,"['AA0', 'D', 'N']","['AA', 'D', 'N']",-3,VCC,3
3276,"['D', 'N', 'AY0']","['D', 'N', 'AY']",3,CCV,3
3277,"['AY0', 'D', 'N']","['AY', 'D', 'N']",-3,VCC,3
3278,"['D', 'N', 'ER0']","['D', 'N', 'ER']",3,CCV,3
3279,"['ER0', 'D', 'N']","['ER', 'D', 'N']",-3,VCC,3
3280,"['D', 'N', 'AO0']","['D', 'N', 'AO']",3,CCV,3
3281,"['AO0', 'D', 'N']","['AO', 'D', 'N']",-3,VCC,3
3282,"['D', 'N', 'UW0']","['D', 'N', 'UW']",3,CCV,3
3283,"['UW0', 'D', 'N']","['UW', 'D', 'N']",-3,VCC,3
3284,"['D', 'N', 'IH0']","['D', 'N', 'IH']",3,CCV,3
3285,"['IH0', 'D', 'N']","['IH', 'D', 'N']",-3,VCC,3
3286,"['D', 'N', 'EH0']","['D', 'N', 'EH']",3,CCV,3
3287,"['EH0', 'D', 'N']","['EH', 'D', 'N']",-3,VCC,3
3288,"['D', 'N', 'UH0']","['D', 'N', 'UH']",3,CCV,3
3289,"['UH0', 'D', 'N']","['UH', 'D', 'N']",-3,VCC,3
3290,"['D', 'N', 'IY0']","['D', 'N', 'IY']",3,CCV,3
3291,"['IY0', 'D', 'N']","['IY', 'D', 'N']",-3,VCC,3
3292,"['D', 'N', 'EY0']","['D', 'N', 'EY']",3,CCV,3
3293,"['EY0', 'D', 'N']","['EY', 'D', 'N']",-3,VCC,3
3294,"['D', 'N', 'OW0']","['D', 'N', 'OW']",3,CCV,3
3295,"['OW0', 'D', 'N']","['OW', 'D', 'N']",-3,VCC,3
3296,"['D', 'N', 'AE0']","['D', 'N', 'AE']",3,CCV,3
3297,"['AE0', 'D', 'N']","['AE', 'D', 'N']",-3,VCC,3
3298,"['D', 'N', 'AW0']","['D', 'N', 'AW']",3,CCV,3
3299,"['AW0', 'D', 'N']","['AW', 'D', 'N']",-3,VCC,3
3300,"['D', 'NG', 'AH0']","['D', 'NG', 'AH']",3,CCV,3
3301,"['AH0', 'D', 'NG']","['AH', 'D', 'NG']",-3,VCC,3
3302,"['D', 'NG', 'OY0']","['D', 'NG', 'OY']",3,CCV,3
3303,"['OY0', 'D', 'NG']","['OY', 'D', 'NG']",-3,VCC,3
3304,"['D', 'NG', 'AA0']","['D', 'NG', 'AA']",3,CCV,3
3305,"['AA0', 'D', 'NG']","['AA', 'D', 'NG']",-3,VCC,3
3306,"['D', 'NG', 'AY0']","['D', 'NG', 'AY']",3,CCV,3
3307,"['AY0', 'D', 'NG']","['AY', 'D', 'NG']",-3,VCC,3
3308,"['D', 'NG', 'ER0']","['D', 'NG', 'ER']",3,CCV,3
3309,"['ER0', 'D', 'NG']","['ER', 'D', 'NG']",-3,VCC,3
3310,"['D', 'NG', 'AO0']","['D', 'NG', 'AO']",3,CCV,3
3311,"['AO0', 'D', 'NG']","['AO', 'D', 'NG']",-3,VCC,3
3312,"['D', 'NG', 'UW0']","['D', 'NG', 'UW']",3,CCV,3
3313,"['UW0', 'D', 'NG']","['UW', 'D', 'NG']",-3,VCC,3
3314,"['D', 'NG', 'IH0']","['D', 'NG', 'IH']",3,CCV,3
3315,"['IH0', 'D', 'NG']","['IH', 'D', 'NG']",-3,VCC,3
3316,"['D', 'NG', 'EH0']","['D', 'NG', 'EH']",3,CCV,3
3317,"['EH0', 'D', 'NG']","['EH', 'D', 'NG']",-3,VCC,3
3318,"['D', 'NG', 'UH0']","['D', 'NG', 'UH']",3,CCV,3
3319,"['UH0', 'D', 'NG']","['UH', 'D', 'NG']",-3,VCC,3
3320,"['D', 'NG', 'IY0']","['D', 'NG', 'IY']",3,CCV,3
3321,"['IY0', 'D', 'NG']","['IY', 'D', 'NG']",-3,VCC,3
3322,"['D', 'NG', 'EY0']","['D', 'NG', 'EY']",3,CCV,3
3323,"['EY0', 'D', 'NG']","['EY', 'D', 'NG']",-3,VCC,3
3324,"['D', 'NG', 'OW0']","['D', 'NG', 'OW']",3,CCV,3
3325,"['OW0', 'D', 'NG']","['OW', 'D', 'NG']",-3,VCC,3
3326,"['D', 'NG', 'AE0']","['D', 'NG', 'AE']",3,CCV,3
3327,"['AE0', 'D', 'NG']","['AE', 'D', 'NG']",-3,VCC,3
3328,"['D', 'NG', 'AW0']","['D', 'NG', 'AW']",3,CCV,3
3329,"['AW0', 'D', 'NG']","['AW', 'D', 'NG']",-3,VCC,3
3330,"['D', 'L', 'AH0']","['D', 'L', 'AH']",4,CCV,3
3331,"['AH0', 'D', 'L']","['AH', 'D', 'L']",-4,VCC,3
3332,"['D', 'L', 'OY0']","['D', 'L', 'OY']",4,CCV,3
3333,"['OY0', 'D', 'L']","['OY', 'D', 'L']",-4,VCC,3
3334,"['D', 'L', 'AA0']","['D', 'L', 'AA']",4,CCV,3
3335,"['AA0', 'D', 'L']","['AA', 'D', 'L']",-4,VCC,3
3336,"['D', 'L', 'AY0']","['D', 'L', 'AY']",4,CCV,3
3337,"['AY0', 'D', 'L']","['AY', 'D', 'L']",-4,VCC,3
3338,"['D', 'L', 'ER0']","['D', 'L', 'ER']",4,CCV,3
3339,"['ER0', 'D', 'L']","['ER', 'D', 'L']",-4,VCC,3
3340,"['D', 'L', 'AO0']","['D', 'L', 'AO']",4,CCV,3
3341,"['AO0', 'D', 'L']","['AO', 'D', 'L']",-4,VCC,3
3342,"['D', 'L', 'UW0']","['D', 'L', 'UW']",4,CCV,3
3343,"['UW0', 'D', 'L']","['UW', 'D', 'L']",-4,VCC,3
3344,"['D', 'L', 'IH0']","['D', 'L', 'IH']",4,CCV,3
3345,"['IH0', 'D', 'L']","['IH', 'D', 'L']",-4,VCC,3
3346,"['D', 'L', 'EH0']","['D', 'L', 'EH']",4,CCV,3
3347,"['EH0', 'D', 'L']","['EH', 'D', 'L']",-4,VCC,3
3348,"['D', 'L', 'UH0']","['D', 'L', 'UH']",4,CCV,3
3349,"['UH0', 'D', 'L']","['UH', 'D', 'L']",-4,VCC,3
3350,"['D', 'L', 'IY0']","['D', 'L', 'IY']",4,CCV,3
3351,"['IY0', 'D', 'L']","['IY', 'D', 'L']",-4,VCC,3
3352,"['D', 'L', 'EY0']","['D', 'L', 'EY']",4,CCV,3
3353,"['EY0', 'D', 'L']","['EY', 'D', 'L']",-4,VCC,3
3354,"['D', 'L', 'OW0']","['D', 'L', 'OW']",4,CCV,3
3355,"['OW0', 'D', 'L']","['OW', 'D', 'L']",-4,VCC,3
3356,"['D', 'L', 'AE0']","['D', 'L', 'AE']",4,CCV,3
3357,"['AE0', 'D', 'L']","['AE', 'D', 'L']",-4,VCC,3
3358,"['D', 'L', 'AW0']","['D', 'L', 'AW']",4,CCV,3
3359,"['AW0', 'D', 'L']","['AW', 'D', 'L']",-4,VCC,3
3360,"['D', 'R', 'AH0']","['D', 'R', 'AH']",4,CCV,3
3361,"['AH0', 'D', 'R']","['AH', 'D', 'R']",-4,VCC,3
3362,"['D', 'R', 'OY0']","['D', 'R', 'OY']",4,CCV,3
3363,"['OY0', 'D', 'R']","['OY', 'D', 'R']",-4,VCC,3
3364,"['D', 'R', 'AA0']","['D', 'R', 'AA']",4,CCV,3
3365,"['AA0', 'D', 'R']","['AA', 'D', 'R']",-4,VCC,3
3366,"['D', 'R', 'AY0']","['D', 'R', 'AY']",4,CCV,3
3367,"['AY0', 'D', 'R']","['AY', 'D', 'R']",-4,VCC,3
3368,"['D', 'R', 'ER0']","['D', 'R', 'ER']",4,CCV,3
3369,"['ER0', 'D', 'R']","['ER', 'D', 'R']",-4,VCC,3
3370,"['D', 'R', 'AO0']","['D', 'R', 'AO']",4,CCV,3
3371,"['AO0', 'D', 'R']","['AO', 'D', 'R']",-4,VCC,3
3372,"['D', 'R', 'UW0']","['D', 'R', 'UW']",4,CCV,3
3373,"['UW0', 'D', 'R']","['UW', 'D', 'R']",-4,VCC,3
3374,"['D', 'R', 'IH0']","['D', 'R', 'IH']",4,CCV,3
3375,"['IH0', 'D', 'R']","['IH', 'D', 'R']",-4,VCC,3
3376,"['D', 'R', 'EH0']","['D', 'R', 'EH']",4,CCV,3
3377,"['EH0', 'D', 'R']","['EH', 'D', 'R']",-4,VCC,3
3378,"['D', 'R', 'UH0']","['D', 'R', 'UH']",4,CCV,3
3379,"['UH0', 'D', 'R']","['UH', 'D', 'R']",-4,VCC,3
3380,"['D', 'R', 'IY0']","['D', 'R', 'IY']",4,CCV,3
3381,"['IY0', 'D', 'R']","['IY', 'D', 'R']",-4,VCC,3
3382,"['D', 'R', 'EY0']","['D', 'R', 'EY']",4,CCV,3
3383,"['EY0', 'D', 'R']","['EY', 'D', 'R']",-4,VCC,3
3384,"['D', 'R', 'OW0']","['D', 'R', 'OW']",4,CCV,3
3385,"['OW0', 'D', 'R']","['OW', 'D', 'R']",-4,VCC,3
3386,"['D', 'R', 'AE0']","['D', 'R', 'AE']",4,CCV,3
3387,"['AE0', 'D', 'R']","['AE', 'D', 'R']",-4,VCC,3
3388,"['D', 'R', 'AW0']","['D', 'R', 'AW']",4,CCV,3
3389,"['AW0', 'D', 'R']","['AW', 'D', 'R']",-4,VCC,3
3390,"['D', 'W', 'AH0']","['D', 'W', 'AH']",5,CCV,3
3391,"['AH0', 'D', 'W']","['AH', 'D', 'W']",-5,VCC,3
3392,"['D', 'W', 'OY0']","['D', 'W', 'OY']",5,CCV,3
3393,"['OY0', 'D', 'W']","['OY', 'D', 'W']",-5,VCC,3
3394,"['D', 'W', 'AA0']","['D', 'W', 'AA']",5,CCV,3
3395,"['AA0', 'D', 'W']","['AA', 'D', 'W']",-5,VCC,3
3396,"['D', 'W', 'AY0']","['D', 'W', 'AY']",5,CCV,3
3397,"['AY0', 'D', 'W']","['AY', 'D', 'W']",-5,VCC,3
3398,"['D', 'W', 'ER0']","['D', 'W', 'ER']",5,CCV,3
3399,"['ER0', 'D', 'W']","['ER', 'D', 'W']",-5,VCC,3
3400,"['D', 'W', 'AO0']","['D', 'W', 'AO']",5,CCV,3
3401,"['AO0', 'D', 'W']","['AO', 'D', 'W']",-5,VCC,3
3402,"['D', 'W', 'UW0']","['D', 'W', 'UW']",5,CCV,3
3403,"['UW0', 'D', 'W']","['UW', 'D', 'W']",-5,VCC,3
3404,"['D', 'W', 'IH0']","['D', 'W', 'IH']",5,CCV,3
3405,"['IH0', 'D', 'W']","['IH', 'D', 'W']",-5,VCC,3
3406,"['D', 'W', 'EH0']","['D', 'W', 'EH']",5,CCV,3
3407,"['EH0', 'D', 'W']","['EH', 'D', 'W']",-5,VCC,3
3408,"['D', 'W', 'UH0']","['D', 'W', 'UH']",5,CCV,3
3409,"['UH0', 'D', 'W']","['UH', 'D', 'W']",-5,VCC,3
3410,"['D', 'W', 'IY0']","['D', 'W', 'IY']",5,CCV,3
3411,"['IY0', 'D', 'W']","['IY', 'D', 'W']",-5,VCC,3
3412,"['D', 'W', 'EY0']","['D', 'W', 'EY']",5,CCV,3
3413,"['EY0', 'D', 'W']","['EY', 'D', 'W']",-5,VCC,3
3414,"['D', 'W', 'OW0']","['D', 'W', 'OW']",5,CCV,3
3415,"['OW0', 'D', 'W']","['OW', 'D', 'W']",-5,VCC,3
3416,"['D', 'W', 'AE0']","['D', 'W', 'AE']",5,CCV,3
3417,"['AE0', 'D', 'W']","['AE', 'D', 'W']",-5,VCC,3
3418,"['D', 'W', 'AW0']","['D', 'W', 'AW']",5,CCV,3
3419,"['AW0', 'D', 'W']","['AW', 'D', 'W']",-5,VCC,3
3420,"['D', 'Y', 'AH0']","['D', 'Y', 'AH']",5,CCV,3
3421,"['AH0', 'D', 'Y']","['AH', 'D', 'Y']",-5,VCC,3
3422,"['D', 'Y', 'OY0']","['D', 'Y', 'OY']",5,CCV,3
3423,"['OY0', 'D', 'Y']","['OY', 'D', 'Y']",-5,VCC,3
3424,"['D', 'Y', 'AA0']","['D', 'Y', 'AA']",5,CCV,3
3425,"['AA0', 'D', 'Y']","['AA', 'D', 'Y']",-5,VCC,3
3426,"['D', 'Y', 'AY0']","['D', 'Y', 'AY']",5,CCV,3
3427,"['AY0', 'D', 'Y']","['AY', 'D', 'Y']",-5,VCC,3
3428,"['D', 'Y', 'ER0']","['D', 'Y', 'ER']",5,CCV,3
3429,"['ER0', 'D', 'Y']","['ER', 'D', 'Y']",-5,VCC,3
3430,"['D', 'Y', 'AO0']","['D', 'Y', 'AO']",5,CCV,3
3431,"['AO0', 'D', 'Y']","['AO', 'D', 'Y']",-5,VCC,3
3432,"['D', 'Y', 'UW0']","['D', 'Y', 'UW']",5,CCV,3
3433,"['UW0', 'D', 'Y']","['UW', 'D', 'Y']",-5,VCC,3
3434,"['D', 'Y', 'IH0']","['D', 'Y', 'IH']",5,CCV,3
3435,"['IH0', 'D', 'Y']","['IH', 'D', 'Y']",-5,VCC,3
3436,"['D', 'Y', 'EH0']","['D', 'Y', 'EH']",5,CCV,3
3437,"['EH0', 'D', 'Y']","['EH', 'D', 'Y']",-5,VCC,3
3438,"['D', 'Y', 'UH0']","['D', 'Y', 'UH']",5,CCV,3
3439,"['UH0', 'D', 'Y']","['UH', 'D', 'Y']",-5,VCC,3
3440,"['D', 'Y', 'IY0']","['D', 'Y', 'IY']",5,CCV,3
3441,"['IY0', 'D', 'Y']","['IY', 'D', 'Y']",-5,VCC,3
3442,"['D', 'Y', 'EY0']","['D', 'Y', 'EY']",5,CCV,3
3443,"['EY0', 'D', 'Y']","['EY', 'D', 'Y']",-5,VCC,3
3444,"['D', 'Y', 'OW0']","['D', 'Y', 'OW']",5,CCV,3
3445,"['OW0', 'D', 'Y']","['OW', 'D', 'Y']",-5,VCC,3
3446,"['D', 'Y', 'AE0']","['D', 'Y', 'AE']",5,CCV,3
3447,"['AE0', 'D', 'Y']","['AE', 'D', 'Y']",-5,VCC,3
3448,"['D', 'Y', 'AW0']","['D', 'Y', 'AW']",5,CCV,3
3449,"['AW0', 'D', 'Y']","['AW', 'D', 'Y']",-5,VCC,3
3450,"['G', 'P', 'AH0']","['G', 'P', 'AH']",0,CCV,3
3451,"['AH0', 'G', 'P']","['AH', 'G', 'P']",0,VCC,3
3452,"['G', 'P', 'OY0']","['G', 'P', 'OY']",0,CCV,3
3453,"['OY0', 'G', 'P']","['OY', 'G', 'P']",0,VCC,3
3454,"['G', 'P', 'AA0']","['G', 'P', 'AA']",0,CCV,3
3455,"['AA0', 'G', 'P']","['AA', 'G', 'P']",0,VCC,3
3456,"['G', 'P', 'AY0']","['G', 'P', 'AY']",0,CCV,3
3457,"['AY0', 'G', 'P']","['AY', 'G', 'P']",0,VCC,3
3458,"['G', 'P', 'ER0']","['G', 'P', 'ER']",0,CCV,3
3459,"['ER0', 'G', 'P']","['ER', 'G', 'P']",0,VCC,3
3460,"['G', 'P', 'AO0']","['G', 'P', 'AO']",0,CCV,3
3461,"['AO0', 'G', 'P']","['AO', 'G', 'P']",0,VCC,3
3462,"['G', 'P', 'UW0']","['G', 'P', 'UW']",0,CCV,3
3463,"['UW0', 'G', 'P']","['UW', 'G', 'P']",0,VCC,3
3464,"['G', 'P', 'IH0']","['G', 'P', 'IH']",0,CCV,3
3465,"['IH0', 'G', 'P']","['IH', 'G', 'P']",0,VCC,3
3466,"['G', 'P', 'EH0']","['G', 'P', 'EH']",0,CCV,3
3467,"['EH0', 'G', 'P']","['EH', 'G', 'P']",0,VCC,3
3468,"['G', 'P', 'UH0']","['G', 'P', 'UH']",0,CCV,3
3469,"['UH0', 'G', 'P']","['UH', 'G', 'P']",0,VCC,3
3470,"['G', 'P', 'IY0']","['G', 'P', 'IY']",0,CCV,3
3471,"['IY0', 'G', 'P']","['IY', 'G', 'P']",0,VCC,3
3472,"['G', 'P', 'EY0']","['G', 'P', 'EY']",0,CCV,3
3473,"['EY0', 'G', 'P']","['EY', 'G', 'P']",0,VCC,3
3474,"['G', 'P', 'OW0']","['G', 'P', 'OW']",0,CCV,3
3475,"['OW0', 'G', 'P']","['OW', 'G', 'P']",0,VCC,3
3476,"['G', 'P', 'AE0']","['G', 'P', 'AE']",0,CCV,3
3477,"['AE0', 'G', 'P']","['AE', 'G', 'P']",0,VCC,3
3478,"['G', 'P', 'AW0']","['G', 'P', 'AW']",0,CCV,3
3479,"['AW0', 'G', 'P']","['AW', 'G', 'P']",0,VCC,3
3480,"['G', 'T', 'AH0']","['G', 'T', 'AH']",0,CCV,3
3481,"['AH0', 'G', 'T']","['AH', 'G', 'T']",0,VCC,3
3482,"['G', 'T', 'OY0']","['G', 'T', 'OY']",0,CCV,3
3483,"['OY0', 'G', 'T']","['OY', 'G', 'T']",0,VCC,3
3484,"['G', 'T', 'AA0']","['G', 'T', 'AA']",0,CCV,3
3485,"['AA0', 'G', 'T']","['AA', 'G', 'T']",0,VCC,3
3486,"['G', 'T', 'AY0']","['G', 'T', 'AY']",0,CCV,3
3487,"['AY0', 'G', 'T']","['AY', 'G', 'T']",0,VCC,3
3488,"['G', 'T', 'ER0']","['G', 'T', 'ER']",0,CCV,3
3489,"['ER0', 'G', 'T']","['ER', 'G', 'T']",0,VCC,3
3490,"['G', 'T', 'AO0']","['G', 'T', 'AO']",0,CCV,3
3491,"['AO0', 'G', 'T']","['AO', 'G', 'T']",0,VCC,3
3492,"['G', 'T', 'UW0']","['G', 'T', 'UW']",0,CCV,3
3493,"['UW0', 'G', 'T']","['UW', 'G', 'T']",0,VCC,3
3494,"['G', 'T', 'IH0']","['G', 'T', 'IH']",0,CCV,3
3495,"['IH0', 'G', 'T']","['IH', 'G', 'T']",0,VCC,3
3496,"['G', 'T', 'EH0']","['G', 'T', 'EH']",0,CCV,3
3497,"['EH0', 'G', 'T']","['EH', 'G', 'T']",0,VCC,3
3498,"['G', 'T', 'UH0']","['G', 'T', 'UH']",0,CCV,3
3499,"['UH0', 'G', 'T']","['UH', 'G', 'T']",0,VCC,3
3500,"['G', 'T', 'IY0']","['G', 'T', 'IY']",0,CCV,3
3501,"['IY0', 'G', 'T']","['IY', 'G', 'T']",0,VCC,3
3502,"['G', 'T', 'EY0']","['G', 'T', 'EY']",0,CCV,3
3503,"['EY0', 'G', 'T']","['EY', 'G', 'T']",0,VCC,3
3504,"['G', 'T', 'OW0']","['G', 'T', 'OW']",0,CCV,3
3505,"['OW0', 'G', 'T']","['OW', 'G', 'T']",0,VCC,3
3506,"['G', 'T', 'AE0']","['G', 'T', 'AE']",0,CCV,3
3507,"['AE0', 'G', 'T']","['AE', 'G', 'T']",0,VCC,3
3508,"['G', 'T', 'AW0']","['G', 'T', 'AW']",0,CCV,3
3509,"['AW0', 'G', 'T']","['AW', 'G', 'T']",0,VCC,3
3510,"['G', 'K', 'AH0']","['G', 'K', 'AH']",0,CCV,3
3511,"['AH0', 'G', 'K']","['AH', 'G', 'K']",0,VCC,3
3512,"['G', 'K', 'OY0']","['G', 'K', 'OY']",0,CCV,3
3513,"['OY0', 'G', 'K']","['OY', 'G', 'K']",0,VCC,3
3514,"['G', 'K', 'AA0']","['G', 'K', 'AA']",0,CCV,3
3515,"['AA0', 'G', 'K']","['AA', 'G', 'K']",0,VCC,3
3516,"['G', 'K', 'AY0']","['G', 'K', 'AY']",0,CCV,3
3517,"['AY0', 'G', 'K']","['AY', 'G', 'K']",0,VCC,3
3518,"['G', 'K', 'ER0']","['G', 'K', 'ER']",0,CCV,3
